,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Re_lethe,13.375,23.275,8.425,97.525,28.225,57.925,3.475,92.575,72.775,43.075,38.125,77.725,33.175,82.675,67.825,62.875,48.025,52.975,87.625,18.325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Np_lethe,4.52104,3.186476,6.543144,1.63893,2.871295,2.017152,14.884105,1.668997,1.829356,2.317589,2.461332,1.78183,2.640414,1.739804,1.883451,1.94547,2.199496,2.100791,1.70243,3.662936,50.748634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re,1.0,1.0985411419875581,1.2067926406393286,1.3257113655901092,1.4563484775012439,1.599858719606058,1.7575106248547918,1.93069772888325,2.120950887920191,2.329951810515372,2.5595479226995357,2.8117686979742302,3.088843596477481,3.393221771895328,3.72759372031494,4.094915062380425,4.498432668969445,4.941713361323834,5.428675439323859,5.963623316594643,6.551285568595508,7.196856730011519,7.906043210907698,8.685113737513525,9.54095476349994,10.481131341546858,11.513953993264469,12.648552168552959,13.894954943731374,15.264179671752334,16.768329368110074,18.420699693267153,20.235896477251565,22.229964825261945,24.42053094548651,26.826957952797247,29.4705170255181,32.374575428176435,35.564803062231285,39.06939937054615,42.91934260128776,47.14866363457392,51.7947467923121,56.89866029018296,62.505519252739695,68.66488450042998,75.43120063354615,82.86427728546842,91.02981779915217,100.0
Np_pred,51.66313934326172,47.00141906738281,42.74864959716797,38.88100814819336,35.3675422668457,32.17655944824219,29.2788143157959,26.648488998413086,24.26227569580078,22.098445892333984,20.13640785217285,18.35638999938965,16.740276336669922,15.271801948547363,13.937031745910645,12.724218368530273,11.623333930969238,10.625597953796387,9.72264289855957,8.906593322753906,8.169629096984863,7.50438117980957,6.904247760772705,6.363280773162842,5.8764567375183105,5.439435958862305,5.048262596130371,4.699104309082031,4.388101100921631,4.111222743988037,3.8643791675567627,3.6433708667755127,3.44427227973938,3.2634496688842773,3.0978612899780273,2.9449779987335205,2.802893877029419,2.6703426837921143,2.546236991882324,2.4299142360687256,2.320850133895874,2.2185239791870117,2.1225361824035645,2.0325241088867188,1.948224663734436,1.8695441484451294,1.7964770793914795,1.729343295097351,1.6684800386428833,1.6145130395889282
Np0,44.59518268097391,40.66877575251538,37.09578454365974,33.844527907152624,30.88616680834846,28.19444939455798,25.74547893120098,23.517502553606413,21.490718967276287,19.647103396898945,17.970248236841517,16.445217994616804,15.058417245134404,13.79747042852354,12.651112428973319,11.609088967297515,10.662065926637617,9.801546809634093,9.019797597217945,8.309778344535115,7.6650809089911,7.079872259514317,6.548842865359932,6.067159707541579,5.630423496677725,5.234629718026406,4.876133158077155,4.5516155975613755,4.258056383393529,3.9927056171001496,3.7530597199438653,3.53683915539557,3.34196810802244,3.166555934399862,3.008880216468704,2.867371260987444,2.7405979005164154,2.627254461877087,2.5261487774399227,2.43619112314611,2.3563839751738263,2.2858124850435844,2.223635581300262,2.1690776154983658,2.1214204820949965,2.079996157356394,2.0441796231306073,2.013382169149401,1.9870451041724015,1.964633953029104
