mixer_0	T/D	3.703550	H/T	1.346225	T/C	3.909950	D/W	3.941850	D/W_Hub	2.956387	E/W	0.126335	theta	0.818529	Re	24.424450	Np	3.307062
mixer_1	T/D	2.305550	H/T	1.064225	T/C	2.209850	D/W	5.020050	D/W_Hub	3.765037	E/W	0.157985	theta	0.917018	Re	28.721750	Np	2.262833
mixer_2	T/D	4.705250	H/T	1.469175	T/C	2.875250	D/W	5.032650	D/W_Hub	3.774488	E/W	0.103345	theta	1.006815	Re	9.846950	Np	4.044174
mixer_3	T/D	4.356350	H/T	1.304475	T/C	3.702350	D/W	5.567250	D/W_Hub	4.175437	E/W	0.156305	theta	0.996395	Re	10.586850	Np	3.560467
mixer_4	T/D	4.963850	H/T	1.420475	T/C	3.912950	D/W	3.515550	D/W_Hub	2.636662	E/W	0.172945	theta	0.933118	Re	35.905150	Np	3.004370
mixer_5	T/D	2.425550	H/T	1.166625	T/C	2.424950	D/W	5.885850	D/W_Hub	4.414388	E/W	0.119795	theta	0.845547	Re	6.505150	Np	5.551180
mixer_6	T/D	2.361950	H/T	1.026575	T/C	2.945750	D/W	4.350750	D/W_Hub	3.263062	E/W	0.195765	theta	0.947858	Re	18.515050	Np	3.358897
mixer_7	T/D	3.182750	H/T	1.062475	T/C	3.103250	D/W	5.190450	D/W_Hub	3.892838	E/W	0.103335	theta	0.817115	Re	7.720350	Np	5.347913
mixer_8	T/D	3.198350	H/T	1.475325	T/C	2.740250	D/W	3.836550	D/W_Hub	2.877413	E/W	0.196335	theta	0.846986	Re	49.267450	Np	2.572268
mixer_9	T/D	2.929250	H/T	1.369175	T/C	3.562550	D/W	5.539650	D/W_Hub	4.154737	E/W	0.100725	theta	1.038597	Re	16.319850	Np	2.524776
mixer_10	T/D	2.594150	H/T	1.425025	T/C	3.927950	D/W	3.327450	D/W_Hub	2.495588	E/W	0.168245	theta	0.997731	Re	23.390550	Np	3.987846
mixer_11	T/D	2.719250	H/T	1.292825	T/C	4.652150	D/W	5.159550	D/W_Hub	3.869662	E/W	0.108065	theta	0.921468	Re	31.436350	Np	1.992175
mixer_12	T/D	4.170650	H/T	1.419825	T/C	4.371050	D/W	5.792250	D/W_Hub	4.344188	E/W	0.140235	theta	0.878821	Re	1.507150	Np	22.465230
mixer_13	T/D	2.913950	H/T	1.347125	T/C	3.517250	D/W	4.741950	D/W_Hub	3.556463	E/W	0.179135	theta	0.983646	Re	12.772250	Np	4.004856
mixer_14	T/D	3.675950	H/T	1.289025	T/C	2.850050	D/W	4.221750	D/W_Hub	3.166313	E/W	0.142175	theta	0.979509	Re	31.161950	Np	2.319374
mixer_15	T/D	2.607350	H/T	1.269025	T/C	4.067750	D/W	5.887650	D/W_Hub	4.415737	E/W	0.100175	theta	0.999301	Re	5.980850	Np	5.547449
mixer_16	T/D	3.263450	H/T	1.438675	T/C	2.184950	D/W	3.170850	D/W_Hub	2.378138	E/W	0.190595	theta	0.892356	Re	27.996550	Np	4.017489
mixer_17	T/D	4.383050	H/T	1.133575	T/C	2.572250	D/W	4.111050	D/W_Hub	3.083288	E/W	0.182995	theta	0.931679	Re	19.112850	Np	3.418978
